gold_sent,ocr_sent,CER
"The floor was covered      with the implements used by the adept—bolt-heads, crucibles, cucurbites, and retorts, scattered      about without any attempt at arrangement.","The floor was coered with the implements nsed by the adeptbolt-heads, crucibles, cucnrbites, and retorts, scattered abont without any attempt at arrangement.",0.08875739644970414
"In one corner was a large terrestrial sphere: near it      was an astrolabe, and near that a heap of disused glass vessels.",In one corner was a large terrestrial sphere; near it was an astrolabe; and nenar that a heap of disused glass essels.,0.07317073170731707
"On the other side lay a black,      mysterious-looking book, fastened with brazen clasps.","On the other sile, lay s black, mysterions-looking book, fastened with brazen clasps.",0.10112359550561797
"Around it were a ram’s horn, a pair of      forceps, a roll of parchment, a pestle and mortar, and a large plate of copper, graven with the      mysterious symbols of the Isaical table.","Arond it, were as ram's horn, a pair of forceps, a roll of parchment, a pestle anl mortar, and a large plato of copper, graen with the mysterious smbols of the Isaicnl table.",0.10270270270270271
"Near this was the leathern bag containing the two      decapitated heads, one of which had burst forth.","Nenr this was the leathern bag containing the two decapitated heals, one of which hal burst forth.",0.07766990291262135
"On a table at the farther end of the room,      stood a large open volume, with parchment leaves, covered with cabalistical characters,      referring to the names of spirits.","On a table, at the farther end of tle room, stood n large open volume, with parchment leaves, covered with cabalistical characters, refcrring to the names of spirits.",0.08
"Near it were two parchment scrolls, written in letters,      respectively denominated by the Chaldaic sages, “the Malachim,” and “the Passing of the River.”      One of these scrolls was kept in its place by a skull.","Ncnar it were two parchment scrolls, wvritten in letters, respectively denominated by the Challaie sages, '` the Malachim,'' and ` the Passing of the River.''",0.3611111111111111
"An ancient and grotesque-looking brass      lamp, with two snake-headed burners, lighted the room.","An ancient and grotesquc-looking brass lamp, with two snake-healed burners, lighted th room.",0.08163265306122448
"From the ceiling depended a huge scaly      sea-monster, with outspread fins, open jaws garnished with tremendous teeth, and great goggling      eyes.","From the eciling depended a huge scaly sea-monster, with outspreal fins, open jaws, garnishel with tremendous teeth, and great goggling eyes.",0.1
Near it hung a celestial sphere.,Near it hung a celestial sphere.,0.0
"The chimney-piece, which was curiously carved, and      projected far into the room, was laden with various implements of hermetic science.","The chimney-piece, which was curiously cared, and projected far inlo the room, mas laden with various implements of Hermetie science.",0.07194244604316546
"Above it      were hung dried bats and flitter-mice, interspersed with the skulls of birds and apes.","Aboe it were hung dried bats and flitter-mice, interspersed with the sklls of birds AUHIOL.",0.15
"Attached      to the chimney-piece was a horary, sculptured in stone, near which hung a large starfish.","Attached to the chimney-piece was a horary, sculptured in stone, near which hung a large stsr-fish.",0.06796116504854369
"The      fireplace was occupied by the furnace, on which, as has been stated, was placed an alembic,      communicating by means of a long serpentine pipe with a receiver.","Tua fireplace was oceupied by thoe furnace, on which, as has been stated, was placed an alembic, communicating by means of a long serpentine pipe with a receier.",0.08771929824561403
"Within the room were two      skeletons, one of which, placed behind a curtain in the deep embrasure of the window, where its      polished bones glistened in the white moonlight, had a horrible effect.","Within the room were two skeletons, one of which, placed behind a curtain in the deep embrasure of the window, where its polished bones glistened in the whito moonlight, had a horriblo effect.",0.0594059405940594
"The other enjoyed more      comfortable quarters near the chimney, its fleshless feet dangling down in the smoke arising      from the furnace.","The other enjoyed more comfortalle quarters near the chimney, its leshless feet dangling down in the smoka arising from the furnace.",0.09090909090909091
"Doctor Lamb, meanwhile, steadily pursued his task, though he ever and anon paused, to fling      certain roots and drugs upon the charcoal.","Doctor Lamb, meanwhile, steadily pursned his task, though he ever and anon paused, to fling certain roots and drugs upon the clarcoal.",0.050359712230215826
"As he did this, various-coloured flames broke      forth—now blue, now green, now blood-red.","As he did this, various-coloured flames broke forth-now blue, now green, now blood-red.",0.06521739130434782
"Tinged by these fires, the different objects in the chamber seemed to take other forms, and      to become instinct with animation.","Tiuged by these fires, the diflerent objects in the chamber seemed to take othoer forms, and to become instinct with animation.",0.061068702290076333
"The gourd-shaped cucurbites were transformed into great      bloated toads bursting with venom; the long-necked bolt-heads became monstrous serpents; the      worm-like pipes turned into adders; the alembics looked like plumed helmets; the characters on      the Isaical table, and those on the parchments, seemed traced in fire, and to be ever changing;      the sea-monster bellowed and roared, and, flapping his fins, tried to burst from his hook; the      skeletons wagged their jaws, and raised their fleshless fingers in mockery, while blue lights      burnt in their eyeless sockets; the bellows became a prodigious bat fanning the fire with its      wings; and the old alchemist assumed the appearance of the archfiend presiding over a witches’      sabbath.","Composed of the lunar stones, the solar stones, and the mercurial stones-preparetd according to the instructions of the Ruabbi Ben Lucca,-namely, by the separation of the pure from the impure, the volatilisation of the fixed, and the fixing of the olatile; this elixir shall renew my youth, like that of the eagle, and give me length of days greater than any patriarch ever enjoyed.''",0.7323759791122716
"Auriol’s brain reeled, and he pressed his hand to his eyes, to exclude these phantasms from      his sight.","Auriol's brain reeled, and he pressed his hand to his eyes, to exclude these phantasms from his sight.",0.056074766355140186
But even thus they pursued him; and he imagined he could hear the infernal riot      going on around him.,But even thus they pursued him; and he imagired hoe could hear the infernal riot going on around him.,0.06666666666666667
"Suddenly, he was roused by a loud joyful cry, and, uncovering his eyes, he beheld Doctor Lamb      pouring the contents of the matrass—a bright, transparent liquid—into a small phial.","Suddenly, he was roused by a loud joyful cry, and, uncovering his eyes, he behoeld Doctor Lamb pouring the contecnts of the matrass-a bright, transparent liquid-into a small phial.",0.04918032786885246
"Having      carefully secured the bottle with a glass stopper, the old man held it towards the light, and      gazed at it with rapture.","Having carefully secured the bottlo with a glass stopper, the old man held it towards the light, and gazed at it with rapture.",0.08088235294117647
"“At length,” he exclaimed aloud—“at length, the great work is achieved.","`At length,'' he exclaimed aloud-'` at length, the great work is achieed.",0.11267605633802817
"With the birth of the      century now expiring I first saw light, and the draught I hold in my hand shall enable me to      see the opening of centuries and centuries to come.","With the birth of tle centary now expiring I first sasw light, and the draught I hold in my hand shiall enable me to see the opening of centuries and centuries to coe.",0.08522727272727272
"Composed of the lunar stones, the solar      stones, and the mercurial stones—prepared according to the instructions of the Rabbi Ben      Lucca—namely, by the separation of the pure from the impure, the volatilisation of the fixed,      and the fixing of the volatile—this elixir shall renew my youth, like that of the eagle, and      give me length of days greater than any patriarch ever enjoyed.”     While thus speaking, he held up the sparkling liquid, and gazed at it like a Persian      worshipping the sun.","thought1 Ia1 I bethink me, the rabbi said there was one peril against whieh the elixir could not guard me-one vulnerable point, by which, like the heel of Achilles, death might reach me1 What is i 1-where can it lie7'' And he relapsed into deep thought.",0.7320388349514563
"“To live for ever!” he cried, after a pause—“to escape the jaws of death just when they are      opening to devour me!—to be free from all accidents!—’tis a glorious thought!","To live for eer1'' he cried, after a pause-`` to escape the jaws of death just when they are opening to deour me 1-to he free from all aecidents 1-'tis a glorious  14 AIIOL.",0.19540229885057472
Ha!,"Ha1'' cxelaimed the doctor, suddenly recollecting the wounded man, and concealing tle phial beneath his gon.",35.333333333333336
"I bethink me,      the rabbi said there was   one   peril against which the elixir could not guard       me—  one   vulnerable point, by which, like the heel of Achilles, death might reach me!","I am the possessor of thc wondrons secret, which the greatest plilosophers of all ages hae songht to discover--the miraculous preserutive of tho boly against deeay.''",0.75
What is it!—where can it lie?”     And he relapsed into deep thought.,I hae dovoted myself to abstrusest science; hae held commune with tho stars; and have wrested the most hidden seerets from Nature-but that is all.,1.565217391304348
"“This uncertainty will poison all my happiness,” he continued; “I shall live in constant      dread, as of an invisible enemy.","IThis uncertainty will poison all my happiness,'' he continued; ` I shall lie in constant dread, as of an invisible enemy.",0.0873015873015873
But no matter!,"Dut no matterl Perpetunl lifo l-perpetual youth 1-what more ueed be desiroed 7''  Wwhat more, indeed 1'' cried Auriol.",7.571428571428571
"Perpetual life!—perpetual youth!—what more need      be desired?”     “What more, indeed!” cried Auriol.","e It is true that I fled, and took the name I bear at present,'' replied the old mnn, ``bnt I need scarcely sasy that tho charge brought against me was false.",1.1442307692307692
"“Ha!” exclaimed the doctor, suddenly recollecting the wounded man, and concealing the phial      beneath his gown.","Look at that ghastly relic,'' he added, pointing to the head protruding from the bag, "" that was onco my son fSimon.",0.8070175438596491
"“Your caution is vain, doctor,” said Auriol.","e Yonr caution is vnin, doctor,'' snid Auriol.",0.1590909090909091
“I have heard what you have uttered.,"e It is true that I fled, and took the name I bear at present,'' replied the old mnn, ``bnt I need scarcely sasy that tho charge brought against me was false.",3.6666666666666665
You fancy      you have discovered the   elixir vitæ  .”     “Fancy I have discovered it!” cried Doctor Lamb.,I hae dovoted myself to abstrusest science; hae held commune with tho stars; and have wrested the most hidden seerets from Nature-but that is all.,1.0091743119266054
“The matter is past all doubt.,"at the mystio characters, as he explained theire import What isions floated beforo me of perpetnal yontl and ene joymcnt.",3.2333333333333334
"I am the      possessor of the wondrous secret, which the greatest philosophers of all ages have sought to      discover—the miraculous preservative of the body against decay.”     “The man who brought me hither told me you were my kinsman,” said Auriol.","One night, he showel me that olume, and, poiuting to a page within it, said:  Those characters contain the secret of confecting the elixir of Iife.",0.7598425196850394
"“Is it so?”     “It is,” replied the doctor, “and you shall now learn the connection that subsists between      us.","IIis blood fell upon the book, and obliternted tho characters; nor could I by any effort of memory recal the composition of the elixir.''",0.8956521739130435
"Look at that ghastly relic,” he added, pointing to the head protruding from the bag: “that      was once my son Simon.","Witl this, he unfolded the myster; but he bade e observe, that the menstrunm was defective on one point.",0.7372881355932204
"His son’s head is within the sack—your father’s head—so that four      generations are brought together.”     “Gracious Heaven!” exclaimed the young man, raising himself on his elbow.",His son's hend is within the sack-yonr futher's head-so that four genemations are brought together.'',0.5027322404371585
"“You, then, are my      great-grandsire.","Yon, then, are my great-grandsire.",0.175
My father supposed you had died in his infancy.,My futher supposed you had died in his infancy.,0.02127659574468085
"An old tale runs in the family      that you were charged with sorcery, and fled to avoid the stake.”     “It is true that I fled, and took the name I bear at present,” replied the old man, “but I      need scarcely say that the charge brought against me was false.","An old tale runs in the family that you were charged with sorcery, and fled to avoid the stake.''",0.6415094339622641
"I have devoted myself to      abstrusest science, have held commune with the stars, and have wrested the most hidden secrets      from Nature—but that is all.","Ror montls, I remained with him in his laboratory-working at the furnee, aud poring over mystic lore.",0.759493670886076
"Two crimes alone have stained my soul; but both, I trust, have      been expiated by repentance.”     “Were they deeds of blood?” asked Auriol.","To crimes alone have stained my soul, but both, I trust, hae been expiated by repentance.''",0.38461538461538464
"“One was so,” replied Darcy, with a shudder.","One was so,'' replied Darey, with a shudder.",0.09090909090909091
"“It was a cowardly and treacherous deed,      aggravated by the basest ingratitude.","'It was a cowardly and trcacherous deed, aggravated by the basest ingratitule.",0.0963855421686747
"Listen, and you shall hear how it chanced.","Listen, nnd yon shall hear low it chuanced.",0.09523809523809523
"A Roman rabbi,      named Ben Lucca, skilled in hermetic science, came to this city.","A Roman rabbi, named Ben Luccn, skilled in Hermetic science, came to this city.",0.08333333333333333
"His fame reached me, and I      sought him out, offering myself as his disciple.","His fame reached me, and I sought him out, offering myself as his disciple.",0.0625
"For months, I remained with him in his      laboratory—working at the furnace, and poring over mystic lore.","s We shall be no longer the great-grandsire and his descendant, but friends --companions-equals,-equals in age, strength, activity, beauty, fortune-for youth is fortnne-hal ha1 Methinks I am already yonng sgain l''  Yon spoke of two crimes with which yonr ceonscicnee was burdened,'' remarked Auriol.",2.2336448598130842
"One night he showed me that      volume, and, pointing to a page within it, said: ‘Those characters contain the secret of      confecting the elixir of life.","I have proceedel by calcitration, solution, putrefaction-hae produced the oils whiech will fix crudo mucrcuiry, and convert uall bodies into sol and luna; but I have over failed in fermenting the stono into the truo elixir.",1.0382165605095541
"I will now explain them to you, and afterwards we will proceed      to the operation.’ With this, he unfolded the mystery; but he bade me observe, that the      menstruum was defective on one point.","Fearful of again losing the secret, I nerved mysolf to the task, and placing fuel on the fire, dismissed my attendunt with brief injunctions relatie to you. I then set to work.",0.7575757575757576
"Wherefore, he said, ‘there will still be peril from some      hidden cause.’ Oh, with what greediness I drank in his words!","On glancing towards the mystic volame, what was my surprise to see the page free from blood 1' Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.",1.065040650406504
"How I gazed at the mystic      characters, as he explained their import!","at the mystio characters, as he explained theire import What isions floated beforo me of perpetnal yontl and ene joymcnt.",1.1805555555555556
What visions floated before me of perpetual youth and      enjoyment.,"The other was not so foul as that I havo described,'' ]replied Darcy, in an altered tone, `` inasmuch as it wss unintentional, and oeeasioned by no base motie.",1.7681159420289856
"At that moment a demon whispered in my ear, ‘This secret must be thine own.","At that moment a demon whispered in my ear, -- This secret must be thine own.",0.04
"No one      else must possess it.’”     “Ha!” exclaimed Auriol, starting.","I did so; ul loubting thc efficacy of the experient, left it to work, hilo I went forth to breathe the air at my window.",1.273972602739726
"“The evil thought was no sooner conceived than acted upon,” pursued Darcy.","The eil thought was no sooner conceied than acted upon,'' pursued Darey.",0.08108108108108109
"“Instantly drawing      my poniard, I plunged it to the rabbi’s heart.","` Instantly drawing my poniard, I plunged it to the rabbi's cart.",0.14285714285714285
But mark what followed.,Dut mark vhat followed.,0.08695652173913043
"His blood fell upon the      book, and obliterated the characters; nor could I by any effort of memory recall the      composition of the elixir.”     “When did you regain the secret?” asked Auriol curiously.","IIis blood fell upon the book, and obliternted tho characters; nor could I by any effort of memory recal the composition of the elixir.''",0.375
"“To-night,” replied Darcy—“within this hour.","To-night,'' replied Darcy-`` within this hour.",0.1590909090909091
For nigh fifty years after that fatal night I      have been making fruitless experiments.,or nigh fifty years after that fatal night I haso been making fruitlcss experiments.,0.1
A film of blood has obscured my mental sight.,A film of blood has obscured my mnental sight.,0.022222222222222223
"I have      proceeded by calcitration, solution, putrefaction—have produced the oils which will fix crude      mercury, and convert all bodies into sol and luna; but I have ever failed in fermenting the      stone into the true elixir.","Having discovered our relationship, and enjoined the gatekeeper to bring yon hither, I returmaed to my old laboratory.",0.7446808510638298
"To-night, it came into my head to wash the blood-stained page      containing the secret with a subtle liquid.","s We shall be no longer the great-grandsire and his descendant, but friends --companions-equals,-equals in age, strength, activity, beauty, fortune-for youth is fortnne-hal ha1 Methinks I am already yonng sgain l''  Yon spoke of two crimes with which yonr ceonscicnee was burdened,'' remarked Auriol.",2.1454545454545455
"I did so; and doubting the efficacy of the      experiment, left it to work, while I went forth to breathe the air at my window.","Fearful of again losing the secret, I nerved mysolf to the task, and placing fuel on the fire, dismissed my attendunt with brief injunctions relatie to you. I then set to work.",0.953125
"My eyes were      cast upwards, and I was struck with the malignant aspect of my star.","I fed her upon the flosh of capons, nourished with vipers; cansed her to steep her loely limbs in baths distilled from roscs and violets; and hnd recourse to the most potent cosmcties.",1.5930232558139534
"How to reconcile this with      the good fortune which has just befallen me, I know not—but so it was.","Loe may again rule my heart-beauty may again dazzle my eyes, but I shall never moro feel the passion I entertained for my lost mice-neer more behold charms equal to hcrs'' And he pressed his hand to his face.",1.5392156862745099
"At this juncture, your      rash but pious attempt occurred.","4 I know not what stays my hand,'' said the old man, raising the phial; `' but now that immortality is in my reaeh, I dare not grasp it'' t Give mo the potion, then,'' eried Auriol.",2.433333333333333
"Having discovered our relationship, and enjoined the      gatekeeper to bring you hither, I returned to my old laboratory.","The other was not so foul as that I havo described,'' ]replied Darcy, in an altered tone, `` inasmuch as it wss unintentional, and oeeasioned by no base motie.",0.9672131147540983
"On glancing towards the mystic      volume, what was my surprise to see the page free from blood!”     Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.","MIenantime, I bescech yon to render me somo assistance,'' groaned Auriol,  or, while you are preparing for immortality, I shall expire beforo your eyes.''",0.7783783783783784
"“The sight was so surprising that I dropped the sack I had brought with me,” pursued Darcy.","IThe sight was so surprising, that I dropped tle sack I ad brought with me,'' pursued Darey.",0.07692307692307693
"“Fearful of again losing the secret, I nerved myself to the task, and placing fuel on the fire,      dismissed my attendant with brief injunctions relative to you. I then set to work.",Conceive my despair at beholding the fair imsge of my idolatry destroyed-dofaeed by my hand.,0.7650273224043715
"How I have      succeeded, you perceive.","IHow I hae succeeded, you perceie.",0.2
I hold in my hand the treasure I have so long sought—so eagerly      coveted.,I hold in my hand tho treasure I have so long sought-so eagerly coveted.,0.09090909090909091
"The whole world’s wealth should not purchase it from me.”     Auriol gazed earnestly at his aged relative, but he said nothing.","Auriol gazed earnestly at his aged relative, but he said nothing.",0.4881889763779528
"“In a few moments I shall be as full of vigour and activity as yourself,” continued Darcy.","t In a few moments I shall be as full of rigour and aetivity as yourself,'' continued Darey.",0.07777777777777778
"“We shall be no longer the great-grandsire and his descendant, but      friends—companions—equals,—equals in age, strength, activity, beauty, fortune—for youth         is   fortune—ha!","At last I preparel a draught from poisons-yes, poisons-the effect of which I imagined would be wondrous.",0.7717391304347826
ha!,ITho whole world'a wealth shonld not purchase it from me.'',19.0
"Methinks I am already young again!”     “You spoke of two crimes with which your conscience was burdened,” remarked Auriol.","Like the snake, I shnll cast my slough, and come forth younger than I was at twenty.''",0.7560975609756098
"“You have      mentioned but one.”     “The other was not so foul as that I have described,” replied Darcy, in an altered tone,      “inasmuch as it was unintentional, and occasioned by no base motive.","e Oh, HIeaensl we shall both perish,'' slricked Dare, vainly endeaouring to raise lis palsied arm,-``perish with the blissful shore in view,'' And he sank backwards, and wonld hare fallen to th ground if he had not caught ut the terrestrial sphere for support.",0.9950248756218906
"My wife, your ancestress,      was a most lovely woman, and so passionately was I enamoured of her, that I tried by every art      to heighten and preserve her beauty.","4 I know not what stays my hand,'' said the old man, raising the phial; `' but now that immortality is in my reaeh, I dare not grasp it'' t Give mo the potion, then,'' eried Auriol.",0.8143712574850299
"I fed her upon the flesh of capons, nourished with vipers;      caused her to steep her lovely limbs in baths distilled from roses and violets; and had      recourse to the most potent cosmetics.","ITho old man seemed paralysed by the action, but kept his eye fied upon the youth till he had drained the elixir to the last drop.",0.7128205128205128
"At last I prepared a draught from poisons—yes,         poisons  —the effect of which, I imagined, would be wondrous.","MIenantime, I bescech yon to render me somo assistance,'' groaned Auriol,  or, while you are preparing for immortality, I shall expire beforo your eyes.''",0.9913793103448276
"She drank it, and expired      horribly disfigured.","Now for the trial-hal'' and, as he raised the potion towards his lips, a sudden pang shot aeross his henrt.",1.5686274509803921
Conceive my despair at beholding the fair image of my idolatry      destroyed—defaced by my hand.,"I will go forth into the world-I will bask in the smiles of beauty-I will feast, reel, sing-life shall be one perpetal ronnd of onjoyment.",1.0721649484536082
"In my frenzy I should have laid violent hands upon myself, if I      had not been restrained.","2 Can death assail me when I am just about to enter upon perpetual life7 IIelp me, good grandsonl Place the phial to my lips.",0.978494623655914
"Love may again rule my heart—beauty may again dazzle my eyes, but I      shall never more feel the passion I entertained for my lost Amice—never more behold charms      equal to hers.”     And he pressed his hand to his face.","An instant, and all will be well, e Think you I have done this for you 7'' cried Auriol, snatching the potion; `` no-no.''",0.7511111111111111
"“The mistake you then committed should serve as a warning,” said Auriol.","onr its contents domn my throat-quickI uick :''  I am too weak to stir,'' groaned Auriol.",0.8611111111111112
“What if it be      poison you have now confected?,"And, supporting himself against the furnace, he placed the phial to is lips, and eagerly drained its contents.",1.62
"Try a few drops of it on some animal.”     “No—no; it is the true elixir,” replied Darcy.","Dead-deadl FIlashes of light passed before Anriol's eyes, and strange noises smote his ears.",0.8202247191011236
“Not a drop must be wasted.,Not a drop must be wasted.,0.037037037037037035
You will witness      its effect anon.,You will witncss its effect anon.,0.15789473684210525
"Like the snake, I shall cast my slough, and come forth younger than I was at      twenty.”     “Meantime, I beseech you to render me some assistance,” groaned Auriol, “or, while you are      preparing for immortality, I shall expire before your eyes.”     “Be not afraid,” replied Darcy; “you shall take no harm.","Like the snake, I shnll cast my slough, and come forth younger than I was at twenty.''",0.7339743589743589
"I will care for you presently; and I      understand leechcraft so well, that I will answer for your speedy and perfect recovery.”     “Drink, then, to it!” cried Auriol.","leechcraft so well, that I will answer for or speedy anl perfect reeoery.''",0.5823529411764706
"“I know not what stays my hand,” said the old man, raising the phial; “but now that      immortality is in my reach, I dare not grasp it.”     “Give me the potion, then,” cried Auriol.","For a moment he was bewildered as with wine, and laughed and sang discordantly like a madman.",0.7771739130434783
"“Not for worlds,” rejoined Darcy, hugging the phial to his breast.","The glass vessels and jars clashed thoeir brittle sides together, yet remained uninjured; the furnace breathed fortl flames and mephitic apours; the spiral worm of the alembic becname red hot, and seemed filled with molten lend; the pipe of the bolt-head ran blood; tho sphere of the earth rolled along the floor, anl rebounded from the wall as if impelled by a giant hand; the skeletons grinned and gibbered; so did the death's-head on the table; so did the skulls against the chimney; the monstrous sea-fish belched forth firo and smoke; the bald decapitated head opened its eyes, and   .",8.166666666666666
“No; I will be young      again—rich—happy.,"An instant, and all will be well, e Think you I have done this for you 7'' cried Auriol, snatching the potion; `` no-no.''",2.2093023255813953
"I will go forth into the world—I will bask in the smiles of beauty—I will      feast, revel, sing—life shall be one perpetual round of enjoyment.","ITho old man seemed paralysed by the action, but kept his eye fied upon the youth till he had drained the elixir to the last drop.",0.7655172413793103
"Now for the trial—ha!” and,      as he raised the potion towards his lips, a sudden pang shot across his heart.","And, supporting himself against the furnace, he placed the phial to is lips, and eagerly drained its contents.",0.6936936936936937
"“What is this?”      he cried, staggering.","fixed them, with a stony glare, on the young man; while the dead alchemist shook his hand menacingly at him.",2.0
“Can death assail me when I am just about to enter upon perpetual life?,"For a moment he was bewildered as with wine, and laughed and sang discordantly like a madman.",0.9859154929577465
"Help me, good grandson!","And, by a great effort, he raised himself, and staggered towards the old man.",2.739130434782609
Place the phial to my lips.,"Dead-deadl FIlashes of light passed before Anriol's eyes, and strange noises smote his ears.",2.740740740740741
Pour its contents down my throat—quick!,Ponr it down my throat.,0.46153846153846156
"quick!”     “I am too weak to stir,” groaned Auriol.","He then nttered a piercing cry, threw up his arms, and fell heavily backwards.",1.2115384615384615
"“You have delayed it too long.”     “Oh, heavens!",W r--------a  hr liir ui tu lHc H i 545    t AL5-- 1.. 1 r;I .,1.0204081632653061
"we shall both perish,” shrieked Darcy, vainly endeavouring to raise his palsied      arm,—“perish with the blissful shore in view.”     And he sank backwards, and would have fallen to the ground if he had not caught at the      terrestrial sphere for support.",Every object reeled and danced around him.,0.8764478764478765
"“Help me—help me!” he screamed, fixing a glance of unutterable anguish on his relative.","Ae-t sg  :LL LR   n  1 1  f A  g 's i i  , .",0.7701149425287356
"“It is worth the struggle,” cried Auriol.","2 1  I, iIk  i.A: Ls.g eg ,l :.",0.8048780487804879
"And, by a great effort, he raised himself, and      staggered towards the old man.",L  L et-a1 kt  .5 :   w I t I -.-d:.,0.7682926829268293
“Saved—saved!” shrieked Darcy.,Saved-saved 1'' shrieked Darcy.,0.2
“Pour it down my throat.,"What rorelations I shall then hae to make, if I shonld dare to disclose them l'' As he ruminated thns, the skeleton hanging near him] was swayed by the wind, and its bony fingers cme in contact with his cheek.",7.875
